"barrio";"dir_url";"nombre";"precio";"precio_uf";"codigo";"fecha_publicacion";"dorm";"banos";"sup";"sup_total";"descripcion";"equipamiento";"vende";"fecha_consulta";"venta_arriendo"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4558950-general-jose-artigas-los-leones-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=26";"General José Artigas - Los Leones";146613194;5320;"Código: 4558950 ";2019-01-22;1;2;45;68;"
                                            SIN COMISIÓN. Exclusivo departamento nuevo ubicado en la comuna de Ñuñoa, 1 dormitorio en suite, más medio dormitorio más, gran terraza Nor oriente, finas terminaciones. Opción de comprar estacionamiento y bodega. ÁREAS COMUNES. Piscina, Quincho panorámico y en jardín, Gimnasio. Se encuentra inmerso en un barrio clásico cercano a universidades, restaurantes, supermercados, colegios y mucho más. VENDE PROPIEDADES ALEJANDRO JAIME, coordinar al 2 2730 4000.
                                        ";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4631599-departamento-plaza-nunoa-4-dormitorios-primer-piso-2-estacionamientos-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=27";"Departamento Plaza Ñuñoa 4 Dormitorios Primer Piso 2 Estacionamientos";178030307;6460;"Código: 4631599 ";2019-03-01;4;2;90;210;"
                                            Gran departamento de 4 dormitorios, principal en suite, en Condominio en Plaza Ñuñoa. 							Remodelado con finas terminaciones. Ubicado en primer piso.							Estacionamiento para 2 vehículos.							Sup. construída 90 mt2							Patio interior y terraza 120 mt2							Orientación Norte y Oriente. Soleado e iluminado							Amplio living comedor.							Cocina totalmente equipada con cubierta gránito y electrodomesticos Trotter.							Despensa							Mesa comedor pino finger							Ventanal y ventanas: Termopanel PVC.							Piso Living Comedor, Cocina y Pasillo: Porcenalato Laminado.						Piso Dormitorios: Flotante.							Baños remodelados							Terraza techada, quincho para asados y piso con pastelones. 		Gastos Comunes: $60.000.Agendar visita al 992760448 (WSP)
                                        ";"Servicios :&nbsp&nbspSiDistribución :&nbsp Estar, Baño de visitasServicios adicionales :&nbsp DespensaCocina :&nbsp Amoblada, EquipadaTerraza, Bodega, Portón automático, Portero eléctrico";"Contacto: John Milton Urra";2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4467693-suecia-duble-almeyda-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=28";"Suecia / Duble Almeyda";181888549;6600;"Código: 4467693 ";2018-12-07;3;2;106;134;"
                                            Excelente Edificio full año 2008, moderno y con lindo diseño. A pasos de nuevo metro Chile España y a 2 cuadras estación Pedro de Valdivia. Excelente conectividad. Barrio totalmente consolidado en aumento permanente de su plusvalía, con todo tipo de servicios y comercios. Cómodo, luminoso en Piso 8 , con vista oriente y al norte. Hall, living comedor con salida a terraza y linda vista a la cordillera, amplia suite (walking closet) también con salida a terraza y baño con ventana, 2do y 3er dormitorios del mismo tamaño (en ambos ingresan camas de dos plazas), segundo baño completo con ventana, acogedor estar o escritorio, cocina completamente equipada más comedor de diario, loggia separada. Precio incluye 1 estacionamiento y 1 bodega. Gastos Comunes $ 180.000, con agua caliente. Contribuciones $ 170.000. (depto más los estacionamientos y bodegas). Vende en exclusiva Propiedades Alejandro Jaime y Asociados. Coordinar visitas al 2 2232 2828.
                                        ";"Servicios :&nbsp&nbspNoDistribución :&nbsp Hall, EstarServicios adicionales :&nbsp LoggiaCocina :&nbsp Amoblada, Equipada, Comedor de diarioTerraza, Bodega, Piscina, Portón automático, Portero eléctrico";NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4595771-departamento-en-venta-san-eugenio-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=29";"Departamento en venta San Eugenio.";7.4e+07;2687.17;"Código: 4595771 ";2019-02-09;1;1;38;38;"
                                            Departamento en Ñuñoa poniente, ubicado en noveno piso.  Consta de living-comedor juntos, dormitorio en suite con closet.  Cocina amoblada y equipada con horno, encimera, campana y cubierta de granito. Piso flotante en todo el departamento. Incluye bodega.  El edificio cuenta con piscina, sala de eventos, salón de pool, sala de cine, lavandería. Conserjería 24//.
 Metraje otorgado por su dueño.
Propiedad se encuentra ubicada en un lugar tranquilo, rodeado de espectaculares áreas verdes.  En su entorno podemos encontrar restaurantes, cafés, supermercados, parques.  Buena conectividad,  lugares de esparcimiento y recreación cultural. Cercano a metro Ñuble.
                                        ";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4618145-holanda-irarrazaval-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=30";"Holanda - Irarrazaval";8.1e+07;2940;"Código: 4618145 ";2019-02-22;1;1;31;39;"
                                            Departamento en piso 6, con orientación norte, living comedor de piso flotante, hall de acceso con closet, cocina americana amoblada e incluye campana, dormitorio en suite, terraza con salida por living comedor y dormitorio. Condominio posee lavandería, conserjería 24 hrs, cámaras de seguridad y citofono. A 5 minutos caminando de metro Chile España, cercano a restaurantes, colegios, supermercados, áreas verdes, todo lo que nos ofrece vivir cercano Av. Irarrazaval.Y#13;Y#10;";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4627534-exequiel-fernandez-irarrazaval-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=31";"Exequiel Fernandez  / Irarrazaval";8.5e+07;3084.64;"Código: 4627534 ";2019-02-27;1;1;36;45;"
                                            En excelente ubicación a pazos de avenida Irarrázaval cerca de estaciones de metro centros comerciales restaurantes farmacias,  bancos, inmejorable  localización y conectividad.Departamento de un dormitorio en suite con walking clóset Living comedor amplia terraza cocina americana con encimera horno y campana. Gastos comunes approx 50,000 Departamento exento del pago de contribuciones,  sólo pagan contribuciones estacionamiento y bodega.Departamento sin deuda.  Disponibilidad inmediata, entrega contra firma en inscripción de escritura. Departamento cuenta con estacionamiento y bodega. Edificio con piscina quincho y sala de eventos. Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4338523-avenida-jose-pedro-alessandri-233-departamento-304-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=32";"Avenida José Pedro Alessandri 233 - Departamento 304";85432500;3100;"Código: 4338523 ";2018-10-08;1;1;27;28;"
                                            Se vende promesa de compraventa. Entrega 2° semestre 2019. Valor promesa UF 2.609,40. Valor a pagar al dueño de la promesa UF 490.Valor de mercado UF 3.400. 10% de Ahorro por UF 300. Comisión corretaje: sólo 1,5% + IVA sobre el valor publicado. Se acepta canje.Si eres amante de la tecnología, la vida nocturna, la cultura y el diseño, sin duda este proyecto es para ti. Trend se ubica en uno de los barrios más efervescentes de Santiago.Edificio Trend llega esta compuesto por deptos. Tipos estudios y departamentos de 1 y 2 dormitorios con sistema domótica, una de las tecnologías más avanzadas en automatización de hogares.Este proyecto es la alternativa ideal para quienes toman decisiones inteligentes, ya que sus gastos comunes son más bajos de lo que podrías imaginar para un edificio de sus características.Características y terminaciones: sistema domótico.Inmobiliaria San IsidroTerminacionesPiso baños: cerámicaPiso dormitorios: piso flotanteSuministrosAgua caliente: central agua calienteCalefacción: otroCaracterísticas propiedadalarma, cocina americana, cocina equipadaCaracterísticas comunidadaccesos controlados, áreas verdes, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de eventos, sala de juegosOtros suministrosinternet, señal satelital, teléfono, tv cable, wi-fiEstacionamientos y bodegas Estacionamientos: 1Bodegas: 1";"Servicios :&nbsp&nbspNoCocina :&nbsp EquipadaTeléfono, TV cable, Alarma, Piscina, Portero eléctrico";NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/3771254-barrio-italia-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=33";"Barrio Italia";86617532;3143;"Código: 3771254 ";2017-12-20;1;1;35;40;"
                                            Nuevo proyecto con departamentos de 1 y 2 dormitorios, desde 41 m2 hasta 66 m2 aproximadamente, terraza incluida.Puerta de acceso enchapada en madera, vanitorio con cubierta de porcelánico vitrificado en baños, showerdoor en baño principal, mesones de granito en cocina, piso flotante en todo el departamento, excepto cocina y baños. Edificio cercano a: ciclovía, estación de metro Irarrázaval, parque, tiendas/galerías, restaurantes. Piscina de adultos y niños, guardería de bicicletas, gimnasio, quinchos, sala multiuso con baño y kitchenette, lavandería.Edificio Ecoeficiente:-Paneles solares.-Paneles fotovoltaicos.-Iluminación LED con sensores de movimiento.-Caldera de condensación.-Ducha oxygenic y aireadores de lavaplatos.-WC doble descarga.-Pasillos con luz natural.-Doble piel.Precio: desde 3.143 UF.Fecha de entrega: segundo semestre 2019.";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4075653-a-dos-cuadras-del-metro-nuble-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=34";"A dos cuadras del metro ñuble";9e+07;3268.08;"Código: 4075653 ";2018-05-30;2;1;49;51;"
                                            Se vende departamento a pocas cuadras del metro de ñuble, living comedor juntos, 2 dormitorios y un baño con terraza,  muy acogedor con vista orientación norte, cuenta con piscina en planta baja, sala de eventos, sala de internet, lavandería, gimnasio,  3 quinchos en planta baja  y 2 quinchos en la parte superior del edificio, tiene también en la parte superior del edificio una piscina calefaccionada de nado contra corriente con vista panorámica, ascensores y vigilancia las 24 hrs OFICINA LA REINAPara coordinar una visita puedes llamarnos al +56 9 9139 5473 o escribirnos email a contacto@mfmpropiedades.cl o escribirnos al  WhatsApp +569- 65751507 de lunes a domingo.No deje de ver  nuestros testimonios en  http://www.mfmpropiedades.cl/testimoniosFonos: 227176186Email  contacto@mfmpropiedades.cl";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4556445-alonso-de-ercilla-000-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=35";"ALONSO DE ERCILLA 000";90668686;3290;"Código: 4556445 ";2019-01-21;1;1;41;41;"
                                            UF. 3.290 OPORTUNIDAD!!!!!!!! - UBICACIÓN PRIVILEGIADASECTOR PLAZA ÑUÑOA - METRO CHILE ESPAÑAVALOR INCLUYE ESTACIONAMIENTO - BODEGA SUBTERRÁNEO.Construido  2008, Emplazado en el piso 15, Orientación OrienteDistribución living-comedor en conjunto  terraza, cocina americana amoblada y equipada, Calefacción, amplio dormitorio con baño completo. En muy buen estado de conservación y mantención. Edificio con sala de eventos, gimnasio, terrazas, piscina, juegos infantiles y jardines.Acceso controlado 24/7DESCRIPCIÓN DEL SECTORMixto, eje principal  Av. Chile España, Entre Av. Irarrázaval y Av. Simón Bolívar.Conectando a importantes centros comerciales, educacionales, financieros, supermercados y lugares de esparcimiento, muy cercana a Plaza Ñuñoa y a futura Estación de Metro Chile EspañaSOLICITUD DE VISITAS AL 9 9889 5050 o al correo  contacto@dpu.clSI REQUIERES MAS FOTOS O MAS DETALLES REMITIR CORREO AHORA!!!!!  no olvidar adjuntar tu nombre y teléfonoATENCIÓN PERMANENTE, SÁBADOS, DOMINGO Y FESTIVOSTE ACOMPAÑAMOS Y ASISTIMOS EN TODO EL PROCESO DE COMPRA,HASTA LA ENTREGA MATERIA.SOMOS GALANTE DE QUE RECIBAS TU NUEVO HOGAR, CON TODAS LAS CUENTAS DE SERVICIO PAGADAS.Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4225128-metro-nunoa-metro-pedro-de-valdivia-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=36";"Metro Ñuñoa - metro pedro de valdivia";90668686;3290;"Código: 4225128 ";2018-08-08;2;1;48;51;"
                                            La mejor ubicación depto a pasos de Irarrázaval, metro Pedro de Valdivia y al próximo metro Chile España, locomoción. a 1 cuadra supermercado, servicios públicos, bancos,colegios y comercio en general.Edificio cuenta con conserjería las 24 horas con vídeo portería lo que lo hace muy seguro,Piscina, Lavandería, Sala de eventos, quinchos en el último piso, Generador eléctrico. Estacionamiento de visitasEl depto cuenta con living, comedor y cocina americana, salida a terraza. 2 dormitorios y 1 baño.Gastos Comunes $85.000, incluye agua caliente y calefacción.El depto no cuenta con estacionamiento, pero se pueden arrendar por $30.000 o $40.000 mensuales.. Marisol del Carmen Rojas Tel. +569 5699 2805
                                        ";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4615425-metro-chile-espanairarrazavalexequiel-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=37";"Metro Chile España/Irarrazaval/Exequiel";90668686;3290;"Código: 4615425 ";2019-02-21;2;1;48;51;"
                                            Procasa Araneda Y Aguiar - Departamento cercano a la estación de Metro Ñuñoa, próxima estación de Metro Chile España, locomoción, locales, restaurantes y todos los servicios. Se distribuye en 2 dormitorios, 1 baño, cocina americana, living-comedor junto con salida a terraza orientación Norte. Se vende con 1 bodega en subterráneo. Edificio cuenta con áreas verdes, piscina, quincho, sala de eventos, lavanderia, gimnasio, estacionamientos para visita. Gastos comunes: $70,000. Contribuciones: $45,000. DESOCUPADO Y LISTO PARA ENTREGAR.
                                        ";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4441550-exequiel-fernandez-irarrazaval-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=38";"Exequiel Fernandez/ Irarrazaval";90668686;3290;"Código: 4441550 ";2018-11-27;2;1;48;50;"
                                            Departamento cercano a Metro Ñuñoa.Piso 5, orientación Nor-Poniente. Dos dormitorios, un baño. Cocina americana. Piso flotante.Calefacción por losa radiante, terraza con vista despejada.Edificio del año 2005, cuenta con vigilancia 24/7Hall de acceso, Gimnasio, Sala de eventos, Lavandería, piscina, Quincho en azotea.Sin estacionamiento (se arrienda en el mismo edificio entre 30.000 y 40.000 mensuales).Estacionamiento visitasBodegaConectividad, cercano a estación de metro, comercio, colegios,restaurantes.G.C:$85.000Contribuciones semestrales: $80.000No Deje de Visitar!!!";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4592261-exequiel-fernandez-90-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=39";"Exequiel Fernandez  90";90944275;3300;"Código: 4592261 ";2019-02-07;1;1;40;40;"
                                            EXEQUIEL FERNANDEZ 90, HERMOSO, ÑUÑOAExcelente, impecable,  Depto. de 1 dormitorio, 1 baño, living, cocina americana, terraza al ancho del Depto.1 ESTACIONAMIENTO Y 1 BODEGAEdificio consta de sala de uso múltiple, sala de juego, sala de cine, Quincho, piscina en terraza panorámica, gimnasio, estacionamientos de visita, conserjería y seguridad 24 horasGran sector residencial y comercial con todo a mano,  supermercados, centros comerciales, 2 estaciones de metro, farmacias, bancos, locomoción, etc.....ENTREGA INMEDIATAGASTOS COMUNES $ 50.000.- APROXIMADO MÁS AGUA CALIENTECOMISIÓN CORREDORA DE PROPIEDADES 2 %  Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";NA;NA;2019-03-02;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4120564-exequiel-fernandez-90-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=40";"Exequiel Fernandez  90";90944275;3300;"Código: 4120564 ";2018-06-21;1;1;40;40;"
                                            EXEQUIEL FERNANDEZ 90, HERMOSO, ÑUÑOAExcelente, impecable,  Depto. de 1 dormitorio, 1 baño, living, cocina americana, terraza al ancho del Depto.1 ESTACIONAMIENTO Y 1 BODEGAEdificio consta de sala de uso múltiple, sala de juego, sala de cine, Quincho, piscina en terraza panorámica, gimnasio, estacionamientos de visita, conserjería y seguridad 24 horasGran sector residencial y comercial con todo a mano,  supermercados, centros comerciales, 2 estaciones de metro, farmacias, bancos, locomoción, etc.....ENTREGA INMEDIATAGASTOS COMUNES $ 50.000.- APROXIMADO MÁS AGUA CALIENTECOMISIÓN CORREDORA DE PROPIEDADES 2 %  Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";NA;NA;2019-03-02;"venta"
