"barrio";"dir_url";"nombre";"precio";"precio_uf";"codigo";"fecha_publicacion";"dorm";"banos";"sup";"sup_total";"descripcion";"equipamiento";"vende";"fecha_consulta";"venta_arriendo"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4793387-brown-norte-simon-bolivar-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=27";"Brown Norte / Simon Bolivar";1.47e+08;5293.37;"4793387 ";2019-05-10;3;2;80;87;"
                                            La tranquilidad y calidad de vida que ofrece Ñuñoa es innegable, este departamento con su privilegiada ubicación permite acceder a una vida que parecía condenada a desaparecer, una vida de barrio, con todo cerca, en una calle tranquila y arbolada. A pocos minutos de Plaza Ñuñoa en donde combinan los gustos por las gastronomía, cultura, teatro, juegos infantiles y la vida de barrio antiguo. Características Hall de entrada, amplio living comedor, terraza, tres dormitorios dos de ellos de buen tamaño y un tercero mas pequeño, 2 baños completos, cocina cerrada con loggia.Estacionamiento y BodegaCaracterísticas propiedadloggia, cocina amobladaCaracterísticas comunidadaccesos controlados, citófono, portón eléctricoGastosContribuciones: $ 80.500Gastos comunes: $ 95.000Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";"Servicios :&nbsp&nbspNoServicios adicionales :&nbsp LoggiaCocina :&nbsp AmobladaPortero eléctrico";NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4846467-brown-norte-90-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=28";"Brown Norte 90";152103308;5450;"4846467 ";2019-06-01;2;2;74;84;"
                                            Cómodo departamento ubicado en una zona privilegiada de Ñuñoa, a 1 cuadra de Plaza Ñuñoa, a 3 cuadras del Metro Chile España (L3) y a pasos de colegios, farmacias, supermercados y comercio en general. El departamento ubicado en piso 9, orientación sur, cuenta con living comedor con piso flotante, 2 dormitorios con piso flotante, 2 baños, cocina independiente equipada, logia, terraza con malla de seguridad, un estacionamiento en superficie y una bodega. Además, dispone de calefacción por radiadores. El edificio posee 1 piscina, sala de eventos, sala de juegos, gimnasio, juegos infantiles, quincho, 3 ascensores y circuito cerrado de cámaras. Valor contribuciones $85.000 y gasto común promedio de $85.000.
                                        ";"Servicios :&nbsp&nbspNoDistribución :&nbsp Baño de visitasServicios adicionales :&nbsp Loggia, DespensaCocina :&nbsp Amoblada, Equipada, Comedor de diarioTerraza, Bodega, Piscina, Portón automático, Portero eléctrico";"Contacto: Sebastian Morales Maldonado";2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4759377-hernan-cortes-los-leones-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=29";"Hernán Cortés/ Los Leones";153470843;5499;"4759377 ";2019-04-25;2;2;72;82;"
                                            Departamento con un año de uso, ubicado en el mejor sector de Ñuñoa, a pasos de plazas,restaurantes, supermecados, a 6 cuadras del nuevo metro Chile España y a 2 cuadras de providencia:  Programa   Cocina tradicional 2 Terrazas Estacionamiento Bodega  Otras características:  Piso flotante en todo el departamento Piso 9  Espacios comunes:  Piscina, sala de eventos, quincho, gimnasio, estacionamiento de visitas y conserjería las 24 hrs.  Forma de visitar:  María Consuelo Torres 991895982 mctorres@habitanet.cl
                                        ";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4483201-plaza-nunoa-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=30";"Plaza Ñuñoa";162429588;5820;"4483201 ";2018-12-15;3;3;94;98;"
                                            Amplio departamento recién remodelado y pintado- Todo el piso flotante recién instalado- Orientación nor-poniente- A pasos de Plaza Ñuñoa- 3 amplios dormitorios muy luminosos y con closets- 3 baños completos- Living comedor con terraza- Cocina Amoblada- Loggia- Despensa- Bodega- Estacionamiento exterior- Portero eléctrico- Portón automático
                                        ";"Servicios :&nbsp&nbspNoServicios adicionales :&nbsp Loggia, DespensaCocina :&nbsp AmobladaTerraza, Bodega, Portón automático";"Contacto: Héctor Hugo Vera Medrano Hhh Homes";2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4871312-campus-oriente-universidad-catolica-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=31";"Campus Oriente Universidad Católica";167453183;6000;"4871312 ";2019-06-12;3;2;81;90;"
                                            Cómodo y acogedor departamento ubicado frente al campus Oriente y a pasos del colegio Regina Pacis. Agradable vista, espacios amplios y luminosos.CARACTERÍSTICAS81 / 90 m2 aprox.Hall, living comedor juntos, con salida a terrazaCocina , logia 3 dormitorios, principal en suite con walking closet2 baños, principal con luz natural 1 estacionamiento2 bodegasOTROSPiso 12Gastos comunes $160.000 aprox (incluye agua caliente)Orientación sur-ponienteCalefacción por losa radianteCARACTERÍSTICAS DEL EDIFICIOEdificio año 2009, de 13 pisos, 2 departamentos por piso. Equipado con 3 ascensores, piscina, jardín, quincho, sala de eventos, gimnasio y estacionamientos de visita.CONTACTO:Marcela Malebrán 961200456 / 222045011Schumacher Propiedades Cód. 21177
                                        ";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4664801-dr-pedro-lautaro-ferrer-consejo-de-in-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=32";"Dr. Pedro Lautaro Ferrer / Consejo De In";178337640;6390;"4664801 ";2019-03-15;2;2;71;111;"
                                            Precioso departamento Loft / Triplex. Piso 4 : acceso al departamento, living comedor con cocina americana. Piso 3: dormitorio principal en suite, un dormitorio y un baño. Piso 4: amplia terraza panorámica de 40m2 aproximados. Impecable estado, cocina \"tipo isla\" con cubierta de granito. Vale la pena visitar. Gastos comunes: $160.000 aproximados. Coordinar al 22 730 4000 - www.propiedades.cl/38928
                                        ";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4843113-brown-norte-609-departamento-411-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=33";"Brown Norte 609 - Departamento 411";180570349;6470;"4843113 ";2019-05-31;3;2;86;92;"
                                            Estupendo depto. nuevo en piso 4, moderno edificio emplazado en el corazón de Ñuñoa (2 cuadras Pza. Ñuñoa). Cercano a Linea 3 estación Villa Frei y Chile España.3 DORMITORIOS + SALA DE ESTAR + 2 TERRAZASHall de entrada, Living y comedor juntos con salida a terraza, moderna cocina integrada, amoblada y equipada con horno y campana, encimera y muebles de cocina con cubierta Quarztone, amplia logia.3 dormitorios, principal en suite con walking closet, salida a terraza independiente, 2 baños, baño principal con shower door. sala de estar o escritorio.Gastos comunes $90.000Orientación OrienteEstacionamiento y bodegaCalefacción individual por radiadoresEdificio equipado con piscina, estacionamiento de visitas, sala de eventos, quincho panorámico, bicicletero.VENDEN SUS DUEÑOS!!
                                        ";"Servicios :&nbsp&nbspSiDistribución :&nbsp Escritorio, Estar, Baño de visitasServicios adicionales :&nbsp Loggia, DespensaCocina :&nbsp Amoblada, EquipadaAlarma, Terraza, Bodega, Rejas ventana, Piscina, Portero eléctrico";"Contacto: Vania Hidalgo";2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4828867-maximo-jeria-eduardo-castillo-velasco-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=34";"MAXIMO JERIA / EDUARDO CASTILLO VELASCO";195082959;6990;"4828867 ";2019-05-27;2;1;85;100;"
                                            MODERNO LOFT EN SECOTOR CONSOLIDADOEdificio de 10 Loft cerca de Metro Línea 3 y Plaza Ñuñoa.Primer piso con living-comedor y cocina equipada y remodelada, con terraza.Segundo piso con baño y dormitorio.Tercer piso con otro dormitorio y terraza.Termopaneles de PVC con aislación térmica y acústica. Baño con Jacuzzi.Calefacción central propia. Características propiedadalarma, cocina americana, cocina amoblada, cocina equipadaCaracterísticas comunidadaccesos controladosGastosGastos comunes: $ 65.000Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";"Servicios :&nbsp&nbspNoCocina :&nbsp Amoblada, EquipadaAlarma";NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/4814251-av-los-leones-suecia-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=35";"Av. Los Leones / Suecia";228852684;8200;"4814251 ";2019-05-20;4;3;117;121;"
                                            Alejandro Jaime V. Y Asociados vende amplio departamento de 120 mts2 totales. 4 dormitorios, 3 baños. 2 estacionamientos y bodega. Orientación principalmente norte. Walking closet, cocina tradicional, logia. Termopanel de la mejor calidad en todas las ventanas. Calefacción por caldera y radiadores. Gastos comunes de $120.000 aprox. Excelente ubicación. Contactar al 2 2730 4000.";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4820140-san-eugenio-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=36";"san eugenio";7.1e+07;2546.02;"4820140 ";2019-05-23;1;1;30;33;"
                                            DEPARTAMENTO EN VENTA EN ÑUÑOA CALLE SAN EUGENIO .HALL DE ENTRADA , LIVING COMEDOR JUNTOS , COCINA AMERICANA EQUIPADA .DORMITORIO EN SUITE , CLOSET AMPLIO, BAÑO COMPLETO , ESTACIONAMIENTO SUBTERRÁNEO, BODEGA AMPLIA .ESTE DEPARTAMENTO POSEE ORINTACION SUR , EL EDIFICIO CUENTA CON ÁREAS VERDES , PISCINA , SALA DE EVENTO .CONSERJERÍA 24/7 .CON EXCELENTE CONECTIVIDAD .AGENDA TU VISITA
                                        ";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4903456-virginio-arias-j-p-alessandri-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=37";"VIRGINIO ARIAS / J. P. ALESSANDRI";75353933;2700;"4903456 ";2019-06-26;1;1;38;44;"
                                            COMO NUEVO!! Excelente departamento a pasos del Portal Ñuñoa.Recibos con salida balcón de lado a lado del departamento.Amplio dormitorio, Cocina integrada muy cómoda y funcional.Cuenta con Bodega, NO tiene estacionamiento.Se vende completamente amoblado y equipado, cama, cocina, refrigerador, lavadora, sofá, decoración etc.Actualmente arrendado.Moderno edificio cuenta con recepción 24/7, piscina, gimnasio, áreas verdes.";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4874820-lider-suecia-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=38";"LIDER / SUECIA";8e+07;2876.78;"4874820 ";2019-06-13;1;1;38;42;"
                                            Atención Inversionistas! se vende propiedad a pasos del metro Chile España, ésta cuenta de un dormitorio, un baño, living comedor, cocina americana, terraza más bodega y estacionamiento. El edificio cuenta con piscina, quincho, sala multiuso, sala de cine, gimnasio y lavandería.Se aceptan ofertas.Interesados comunicarse con Loreto Soler  al whatssap +56951788950
                                        ";"Servicios :&nbsp&nbspNoCocina :&nbsp Amoblada, Equipada, Comedor de diarioTerraza, Bodega, Piscina, Portón automático";"Contacto: Soler Y Cia Spa Propiedades";2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4909188-plaza-nunoa-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=39";"PLAZA ÑUÑOA";8.2e+07;2939.89;"4909188 ";2019-06-28;1;1;50;50;"
                                            Se vende comodo y luminoso departamento en ñuñoa, cuenta con 1 amplio dormitorio y 1 baño. Se encuentra en un piso 4. 
El edificio cuenta con conserjeria las 24 horas.
Excelente conectividad, a pasos del metro Chile España, cercano a locomoción, colegios, universidades, restaurantes, parques, teatros, supermercados.
¡no deje de visitar!
                                        ";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4833893-duble-almeyda-humberto-truco-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=40";"DUBLE ALMEYDA // HUMBERTO TRUCO";8.2e+07;2944;"4833893 ";2019-05-29;1;1;47;47;"
                                            LPM GESTION TIENE EN VENTA EXCELENTE DEPARTAMENTO!!! AÑO 1984,PISO 4°,UBICADO EN INMEJORABLE SECTOR DE LA COMUNA. MUY CERCANO A PLAZA ÑUÑOA,LOCOMOCION,COMERCIO Y A 2 CUADRAS DE NUEVO METRO CHILE-ESPAÑA. TIENE 47 MTRS ,DISTRIBUIDOS EN 1 DORMITORIO EN SUITE Y WALK IN CLOSET,AMPLIO Y ACOGEDOR LIVING-COMEDOR Y SU BUEN TAMAÑO DE COCINA AMERICANA. TODO EL DEPTO CON UN IMPECABLE PISO FLOTANTE. SIN ESTACIONAMIENTO Y SIN BODEGA NO DEJAR DE VISITAR!!! LLAMAR A LPM GESTIÓN AL 222200412
                                        ";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4645026-sin-ascensor-pero-precio-increible-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=41";"Sin Ascensor, pero precio increíble";83698683;2999;"4645026 ";2019-03-07;1;1;45;45;"
                                            ¿ Te interesa vivir en Plaza Ñuñoa ? Sales del edificio directo a la plaza. Además, con orientación Norte.Todo esto con un precio inmejorable para la zona. (20% menos que en la zona)Atención, es un 4° piso SIN ASCENSOR y sin estacionamiento.Se encuentra rodeado de diversos servicios, tales como cafeterías, bares, restaurantes, centros médicos, colegios y universidades.El departamento cuenta con: -1 dormitorio en suite, walking closet.- Cocina Americana,- Amplio living - Vista despejada.- Orientación Norte.Condominio de 3 torres de 4 pisos cada torre y 3 departamentos por pisoSi desea vivir en un barrio con excelente conectividad, tranquilo y seguro no dude en contactarnos.* Las superficies y características entregadas de la propiedad son aproximadasy referenciales, y han sido proporcionadas por su dueño";NA;NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4645279-depto-estudioplaza-nunoa-1e1b-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=42";"DEPTO ESTUDIO/PLAZA ÑUÑOA/ 1E-1B";83726592;3000;"4645279 ";NA;1;1;30;35;"
                                            Departamento de un ambiente impecable en 7° piso, cuenta con un estacionamiento y una bodega.En el mejor sector de Ñuñoa, restaurantes, parques, cines.Ubicación privilegiada, a pasos de Irarrázaval, a pasos de Plaza Ñuñoa cercano a. Este sector cuenta con excelente movilización a la puerta.Es un departamento estudio con metraje de 35 m2, en un solo ambiente donde se encuentra una amplia e impecable cama de pared de 2 plazas, living con Sofá cama también de dos plazas, televisor de plasma, y mesa de centro.Comedor de 4 sillas, cocina amoblada con loza y servicio para 4 personas.Impecable baño y amplio closet con cajones.Se vende con muebles.Edificio moderno, elegante y full equipado, cuenta con •	Conserje las 24 horas•	Salas de uso múltiple•	Piscina•	Gimnasio•	Lavandería•	Quinchos•	Jardines, •	4 ascensores,Estacionamientos de visita, seguridad las 24 horas del día.CONTACTO:Banny Villegas +56 9 75884786Banny.villegas@espacioactivo.clTerminacionesPiso baños: cerámicaPiso dormitorios: piso flotanteSuministrosAgua caliente: calefónCalefacción: losa radianteCaracterísticas propiedadportón automáticoCaracterísticas comunidadaccesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de eventos, sala de juegosGastosGastos comunes: $ 50.000Estacionamientos y bodegas Estacionamientos: 1Bodegas: 1";"Servicios :&nbsp&nbspNoPiscina, Portón automático, Portero eléctrico";NA;2019-07-01;"venta"
"plaza-nunoa-santiago-metropolitana";"https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/4906373-departamento-plaza-nunoa-uda?tp=2&op=1&iug=379&ca=3&ts=1&mn=1&or=&sf=1&sp=0&at=0&i=43";"Departamento Plaza Ñuñoa";8.4e+07;3011.6;"4906373 ";2019-06-27;1;1;50;50;"
                                            Hermoso departamento de 1 dormitorio 1 baño, muy luminoso, cocina equipada Gastos comunes bajos a metros de Av,. Irarrazabal, frente a plaza Ñuñoa, a dos cuadras del metro CHILE ESPAÑASeguridad 24 hs Cercano a teatros Restaurantes, Bares, Bancos, Supermercados, Universidades.";NA;NA;2019-07-01;"venta"
