sep=; 
"barrio";"dir_url";"nombre";"precio";"precio_uf";"codigo";"fecha_publicacion";"dorm";"banos";"sup";"sup_total";"ambientes";"estacionamientos";"descripcion";"vende";"longitud";"latitud";"fecha_consulta";"venta_arriendo";"tipo_vivienda";"barrio_portal"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5146813-puerto-aysen-uda#position=11&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Puerto Aysen,";2030621029;70788;NA;2019-10-21;NA;NA;NA;NA;NA;NA;"Se vende Espectacular Terreno en Puerto AysénTerreno de 13,88 Hectáreas en total , se vende el terro completo .Cuenta con certificado de factibilidad de agua potable y alcantarillado (Aguas Patagonia)Acceso Directo ruta camino Ruta 240- Ruta X-550 cruzando el puente presidente Carlos Ibañez del Campo del rio Aisén a metros del hotel Patagonia Green, y a 3Km aprox. de la plaza Puerto Aysén.Terreno plano, no presenta dificultades topográficas, colinda con zona urbana; cercano a al centro de la ciudad; supermercados y servicios.GRAN PLUSVALÍA. Metros aproximados informados por el dueño a corroborar en tasación bancaria.Para consultas o coordinar visitas contactar a:Sergio Kriukow. Agente Inmobiliario Andes-Group.s.kriukow@andes-group.cl (56) 9 65946708¡Tu Propiedad en manos de expertos ¡";"Andes Group";-72.6789017;-45.4077988;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5622964-rio-condor-uda#position=12&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Río Cóndor,";6850000;NA;NA;2020-05-20;NA;NA;NA;15000;NA;NA;"Venta en verde de terrenos Aguas de la Patagonia ubicada en Río Cóndor Región de Aysén a los pies de un glaciar, con más de 10km de orilla de río de origen glaciar, múltiples afluentes que nutren el Río Cóndor, además de un río secundario y dos lagunas en su interior. Sumado a una geografía en un 70% plana, con reserva natural de bosque nativo y agua dulce pura, desde 2 millones la hectárea, lotes con 100 mts orilla de orilla promedio.* Terrenos desde 1,5 hasta 12 hectáreas* Valores desde $6.850.000 millones* Servidumbre de paso en construcción * 7 km de sendas caminables alrededor del río de 2,5 mts de ancho* Estudio de títulos al día* Distancias: a 1h45 de Coyhaique, a 45km de Pto Aysén, a 57km de Pto Chacabuco y a 60 km Laguna San Rafael.\"ESTA VERDADERA RESERVA NATURAL DE AGUA GARANTIZA ABASTECIMIENTO POR VARIOS SIGLOS\" Dr. Pablo García Chevesich, Hidrólogo de UNESCO. (En referencia a la ubicación del proyecto)Reserva por $500mil, 1MM o 2MM dependiendo del valor del terrenoFacilidades de pago:20% de pie + 12 cuotas s/interés35% de pie + 18 cuotas s/interés20% de pie + Saldo contra escrituraEmail: ventas@bkrealtygroup.clWsp: +56993043649Densidad Consolidación del sector: en proceso";"Bk Realty Group";-72.8471909;-45.6407967;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5630716-21-de-mayo-coyhaique-uda#position=13&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"21 De Mayo, Coyhaique,";365917978;12756;NA;2020-05-26;NA;NA;NA;787;NA;NA;"Emplazada en la vereda norte de calle 21 de mayo.Zona ZPM2 terreno: 787m2M2 construido: 240m2Valor: UF 12.756Sector de usos mixtos, consolidado, que concentra actividades comerciales, habitacionales y equipamiento variado.Usos permitidos:Salud, Educación, Seguridad, Culto y Cultura, Organización Comunitaria, Áreas Verdes, Deportes, Esparcimiento y Turismo, Comercio minorista, Servicios Públicos y Servicios Profesionales. Mayores antecedentes en contacto@msgestiona.cl";"Ms Gestiona";-72.0642929;-45.5716591;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5353887-isla-en-canal-elefantes-laguna-san-rafa-uda#position=14&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Isla En Canal Elefantes, Laguna San Rafa,";3.53e+08;NA;NA;2020-01-15;NA;NA;NA;NA;NA;NA;"Oportunidad única de inversión turística en la Patagonia!Se venden 353 hectáreas de terreno virgen en la Isla Simpson, Estero Elefantes. Cuenta con fondeadero natural en ruta denavegación a Parque Nacional Laguna San Rafael y cercano al nuevo polo de desarrollo en Bahía Exploradores.Solicitar mayor información:Santiago Clavero R.569 9519 6916s.clavero@andes-group.cl";"Andes Group";-73.6845016;-45.8731995;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5426193-valle-simpson-100-uda#position=15&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Valle Simpson 100,";1.5e+08;NA;NA;2020-05-11;NA;NA;NA;74000;NA;NA;"2 Parcelas que conforman 7,4 Ha, sin deudas, con derechos de agua y pozo de 24 mts de profundidad que general 4 lts por segundo, terreno plantado con alfalfa, que puede llegar a producir hasta 105.000 kgs, luz eléctrica de tendido normal, es la mejor zona agrícola de la región.Condiciones de urbanización electrificación aérea";"Rally Propiedades";-72.0375443;-45.575695;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/MLC-517628611-sitio-en-venta-en-aisen-_JM#position=16&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Cruce Seis Lagunas,";7.5e+08;NA;NA;2019-12-27;NA;NA;NA;110000;NA;NA;"Maravilloso predio de 11 Has. con salida al lago. Incluye cabañas, restaurante, fogón, etc.Se vende todo a puerta cerrada.";"Berrios Zegers Propiedades";-72.0769528;-45.7110263;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5146810-isla-en-cana-elefantes-laguna-san-rafae-uda#position=17&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Isla En Cana Elefantes, Laguna San Rafae,";570850405;19900;NA;2019-10-21;NA;NA;NA;NA;NA;NA;"Oportunidad única de inversión turística en la Patagonia!Se venden 559 hectáreas de terreno virgen en la Isla Huemules, Estero Elefantes. Cuenta con fondeadero natural en ruta denavegación a Parque Nacional Laguna San Rafael y cercano al nuevo polo de desarrollo en Bahía Exploradores.Solicitar mayor información:Santiago Clavero R.569 9519 6916s.clavero@andes-group.cl";"Andes Group";-73.7192001;-45.9653015;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5574100-rio-tranquilo-aysen-uda#position=18&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Río Tranquilo / Aysen,";9.5e+07;NA;NA;2020-04-23;NA;NA;NA;312.5;NA;NA;"Sitio con una superficie de 312,5 m2., urbanizado,(agua, luz, alcantarillado), ubicado en la plaza principal de Río Tranquilo. A dos cuadras del Lago General Carrera. Importante lugar turístico de la región de Aysen, Cavernas de Mármol, caminatas al Glaciar Exploradores, etc.Condiciones de urbanización camino asfaltado, electrificación aérea, red de aguaDensidad Consolidación del sector: consolidada";"Marticorena Diez Propiedades";-72.6752472;-46.6240234;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/3151146-isla-alberto-vargas-uda#position=19&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Isla Alberto Vargas,";3.5e+08;NA;NA;2020-03-05;NA;NA;NA;570;NA;NA;"Isla se llama Alberto Vargas queda en Tortel es muy linda tiene lagos y ríos ,tiene mucho ciprés ,bancos de centollas y locos,son 570 hectáreas";"Propiedades González";-72.7003403;-45.414463;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/MLC-533030862-sitio-en-venta-en-aisen-_JM#position=20&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Ciro Arredondo,";43029;1.5;NA;2020-06-18;NA;NA;NA;45000;NA;NA;"Estupenda propiedad a la salida de Puerto Aysen.Camino a Lago Riesco, sector de parcelas de agrado.";"Focus Propiedades";-72.6853997;-45.419723;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/sitio/aysen-aysen/5486440-aysen-maritimo-uda#position=21&type=item&tracking_id=6bfde9f0-c397-46c1-8370-6ecc090dd388";"Aysén Marítimo,";659776850;23000;NA;2020-03-10;NA;NA;NA;NA;NA;NA;"Bellísima y excepcional propiedad de 600 hectáreas. Cuenta con 9,5 kilómetros de costa con un estuario y playa donde fondean las embarcaciones cuando hay mal tiempo,Tiene una isla de 7 hectáreas, dos lagunas de agua dulce y por la propiedad cruzan dos ríos donde se puede realizar actividad de pesca.";"Alto Andes Propiedades";-72.6998524;-45.412006;2020-07-11;"venta";"sitio";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/MLC-524354705-parcela-de-agrado-en-venta-cochrane-_JM#position=1&type=item&tracking_id=c5653508-adcf-4c49-904d-0ecf8fc3b3c6";"Aysén: Cochrane,";25128892;876;NA;2020-04-22;NA;NA;NA;5000;NA;NA;"FPH3095 Loteo Las Tranqueras es un exclusivo proyecto ubicado a 1,2 km de Puerto Río Tranquilo en la Región de Aysén, cercano a los principales atractivos turísticos de la región como lo son Las Capillas de Mármol, Glaciar Exploradores, Laguna San Rafael, Lago General Carrera, Cerro Castillo, entre otros. Río Tranquilo es el paso obligado para los que quieran entrar a la parte sur de La Región de Aysén. Es el lugar ideal para disfrutar de paisajes impresionantes antes de seguir viajando por la Carretera Austral o dando la vuelta por el Lago General Carrera hacia la ciudad de Chile Chico. Loteo Las Tranqueras se ubica a 223 Kms de Coyhaique y a 193 kms de Balmaceda, aeropuerto que está a tan solo 2:20 horas de vuelo de Santiago. Rol Individual para cada parcela, 70 parcelas desde 5.000 mt2. 15 parcelas que limitan al norte con Río Tranquilo Reglamento interno de co-propiedad que establece entre otras exigencias normas de convivencia entre vecinos. Cada parcela será abastecida mediante una red privada de agua. Cada parcela tendrá energía eléctrica instalada de la red pública.";"Fuenzalida Propiedades Padre Hurtado";-72.6530634;-46.6529228;2020-07-11;"venta";"parcela";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/MLC-530493950-parcela-en-venta-en-aisen-_JM#position=2&type=item&tracking_id=c5653508-adcf-4c49-904d-0ecf8fc3b3c6";"Aeropuerto Balmaceda,";7487033;261;NA;2020-06-04;NA;NA;NA;5000;NA;NA;"Proyecto Mirador Huemules - Balmaceda - Región de Aysén**CONDICIONES COMERCIALESTerrenos de 5.000 m2 con una ubicación inmejorable, prometen ser la mejor inversión para tu futuro (Rentabilidad histórica sobre el 10% anual). Fuente: Emol.com**La conectividad hacia los principales atractivos turísticos y puntos clave de la región hacen de Mirador Huemules una opción inigualable.Atracciones:-Capillas de Mármol (185 km)-Parque Nacional Cerro Castillo (20 km)-Coyhaique (48 km)-Carretera Austral (9 km)**-A solo 15 minutos del aeropuerto de Balmaceda.-Naturaleza virgen. -Abundante agua dulce, flora y fauna nativa-Acceso a servicios, Luz y camino público-Con acceso a Playa y Río Huemules-Invierte en una ubicación estratégica de alta plusvalía**TOUR VIRTUAL: https://www.lanube360.com/balmaceda/Ubicación exacta (45°50'52.3\"S 71°46'44.0\"W): https://goo.gl/maps/6vxZKo9irbcwohrn6**ATRACCIONES:-Capillas de Mármol (185 km)-Parque Nacional Cerro Castillo (20 km)-Coyhaique (48 km)-Carretera Austral (9 km)**CATEGORIAS Y PRECIOS DE LOTES: Vista Estepa: Lotes desde 7.380.000 CLP - 23 u.Bosque Renoval: Lotes desde 8.520.000 CLP - 1 u.Bosque Renoval: Bosque Antiguo-Vista Estepa: Lotes desde 9.450.000 CLP - 67 u.Bosque Renoval: Lotes desde 9.870.000 CLP - 3 u.Segunda Línea – Limita con camino público: Lotes desde 11.840.000 CLP - 15 u.**ESTATUS LEGAL:Se cuenta con los planos del loteo Aprobados por el SAG. Todo el loteo tiene sus respectivos roles definitivos.**FACILIDADE DE PAGO:Todos los lotes pueden pagarse con un pie desde el 20% + 48 cuotas con tarjeta de crédito, a documentarse con Promesa de Compraventa.**RESERVA:La reserva es de $500.000 CLP por lote y la misma no tiene devolución.**Favor Contactar:Fidel Sonatore / Contador AuditorAgente Inmobiliario, Keller Williams Chile.Cel y whatsapp +56 9 3729 0578https://wa.me/56937290578Email: Fidel.Sonatore@kwchile.com**FC: @FidelSonatoreKWIG: FidelSonatore_KW**";"Kw Chile";-72.1285018;-45.7674792;2020-07-11;"venta";"parcela";"Aysén"
"aysen-aysen";"https://www.portalinmobiliario.com/venta/parcela/aysen-aysen/5552945-puerto-pescadores-000-uda#position=3&type=item&tracking_id=c5653508-adcf-4c49-904d-0ecf8fc3b3c6";"Puerto Pescadores 000,";418814870;14600;"5552945";2020-04-13;NA;NA;NA;5107000;NA;NA;"PROPIEDAD CAMPO EN VENTABAHÍA EXPLORADORES (PUERTO PESCADORES) COMUNA Y REGION DE AYSENHERMOSA PROPIEDAD COSTERA, UBICADA EN FIORDOS PATAGONICOS, CUENTA CON HERMOSAS PLAYAS, AGUAS TERMALES Y BOSQUES VIRGENES. Ubicados en la región de Aysén, Fiordos y ruta hacia laguna san Rafael, accesos de desde Chacabuco por mar o desde Puerto tranquilo.El campo es irregular, limita por cordilleras fiscales por el Oriente, y el Poniente con orilla de mar, valles y lomas dibujan el paisaje del predio, existen una serie de fuentes termales, diversos arroyos de agua dulce los cuales fluyen todo el año y sus caudales son variables de acuerdo las precipitaciones; flora y fauna endémica, bosques maduros poco trabajados hace 20 años.Superficie: 510,70 HectáreasValor: 14.600 UF";"Pellegrini Propiedades";-73.6167221;-45.9925575;2020-07-11;"venta";"parcela";"Aysén"
